dish_id,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1558380058,208.115997,36.0,17.82,8.172,8.064
dish_1559844030,25.410002,77.0,0.231,6.16,0.539
dish_1551223311,3.3,33.0,0.0,0.66,0.33
dish_1550793023,26.860001,79.0,0.158,6.32,0.632
dish_1559845745,208.141998,322.0,0.322,51.121998,3.224
dish_1565024741,359.927979,192.0,25.127998,10.634001,22.297001
dish_1560456814,318.333374,283.0,23.540922,31.46323,28.815844
dish_1567020340,93.588287,168.0,4.75317,11.47317,3.933659
dish_1551236621,192.5,77.0,11.55,0.0,20.019999
dish_1550711746,96.150009,255.0,4.593,7.8,9.608
dish_1561579867,369.364288,217.0,20.497877,7.796568,37.048073
dish_1562173200,213.366608,259.0,7.265494,26.16419,13.126373
dish_1560798854,455.506744,372.0,19.443832,50.673687,23.491779
dish_1564160043,245.0,98.0,1.47,48.02,9.898001
dish_1562777068,236.723511,236.0,15.213988,10.770336,14.960756
dish_1566501575,251.693985,54.0,15.551999,26.892,3.348
dish_1558722125,497.166016,86.0,42.57,19.521999,19.264
dish_1551228478,90.619995,153.0,0.776,20.779999,1.852
dish_1564690038,92.339996,81.0,0.324,16.200001,7.29
dish_1563822546,38.720001,88.0,1.848,3.784,2.816
dish_1558640808,10.66,26.0,0.052,2.6,0.234
dish_1566923030,396.799988,226.0,25.368999,33.673996,10.643001
dish_1565640227,334.619995,165.0,13.427999,40.380001,14.4
dish_1558122740,260.149994,304.0,7.703,22.625002,28.618999
dish_1561746912,264.095947,210.0,8.211681,27.373018,20.891369
dish_1563217895,26.799278,73.0,1.066823,3.975292,1.316418
dish_1550781280,23.799999,68.0,0.272,4.76,1.632
dish_1562950934,304.218536,464.0,4.152195,27.527805,33.404877
dish_1561662562,368.485199,289.0,16.339729,34.568245,25.22802
dish_1568143288,129.120743,157.0,9.385862,10.058138,4.017772
dish_1551122493,59.84,88.0,1.232,10.559999,2.112
dish_1567108037,674.73053,365.0,40.596661,18.422499,55.602726
dish_1561575951,213.699173,91.0,9.922189,14.913611,14.898733
dish_1551223346,229.416016,146.0,3.528,38.502003,10.320001
dish_1550712556,6.3,63.0,0.0,1.26,0.63
dish_1551234017,12.400001,31.0,0.062,2.79,0.62
dish_1550778646,160.119995,164.0,3.792,29.779999,2.936
dish_1551392833,13.76,32.0,0.096,2.88,1.088
dish_1565031376,319.490448,308.0,16.745577,13.420726,28.759739
dish_1564515049,431.635803,611.0,26.765793,49.732021,34.224403
dish_1565972674,613.592834,426.0,44.663322,9.929046,41.692604
dish_1558719570,74.360001,143.0,0.286,20.02,0.429
dish_1558546434,2.53,11.0,0.044,0.396,0.319
dish_1566413356,183.979996,164.0,3.952,2.196,33.699001
dish_1568047932,30.639025,55.0,1.556098,3.756098,1.287805
dish_1564429270,605.507202,354.0,39.626583,30.81835,43.046116
dish_1562173267,409.570007,171.0,27.119999,18.188,21.401001
dish_1550860041,211.430008,222.0,10.358999,19.532001,10.605
dish_1562700760,370.130035,418.0,18.338949,16.083405,35.965889
dish_1564432128,217.028381,102.0,11.281487,21.601864,8.091219
dish_1558641200,3.28,8.0,0.016,0.8,0.072
dish_1551389176,94.720001,64.0,7.04,1.024,6.4
dish_1561578775,295.148987,111.0,10.434,37.185001,12.432
dish_1551493236,46.799999,36.0,0.108,10.08,0.972
dish_1563898019,343.977386,237.0,22.634478,10.499256,24.180925
dish_1561392543,126.004929,119.0,8.808466,12.171466,0.9586
dish_1565021714,381.171448,662.0,3.619805,39.628197,41.779121
dish_1562096933,312.659607,314.0,31.207481,16.597986,38.920853
dish_1561667207,249.444839,121.0,11.420783,13.358226,22.073404
dish_1559590157,230.485992,234.0,5.829,5.047,38.512001
dish_1558630450,86.25,125.0,0.25,22.5,0.875
dish_1560367258,157.99173,341.0,8.97491,17.011694,12.479585
dish_1551492093,77.907997,85.0,5.34,3.795,4.896
dish_1551391586,372.769989,133.0,29.458,15.241999,18.360001
dish_1551226840,109.799995,122.0,15.86,0.0,22.448
dish_1563827188,369.359955,377.0,12.975754,35.209259,29.444637
dish_1567785778,303.507507,310.0,15.198483,32.629898,11.701199
dish_1562613376,371.963898,267.0,24.07642,16.677065,23.388559
dish_1558722871,15.0,60.0,0.18,3.0,1.08
dish_1561997401,194.141998,335.0,1.173,29.427999,17.969002
dish_1568305198,311.354004,82.0,23.042,2.542,23.862001
dish_1560527168,322.835297,219.0,18.368912,24.775576,15.273438
dish_1551567731,42.549999,37.0,3.959,2.331,0.296
dish_1562875159,260.680023,98.0,9.506001,32.34,10.78
dish_1550785808,105.299995,81.0,0.243,22.68,2.187
dish_1556575014,71.299995,62.0,6.634,3.906,0.496
dish_1563820775,38.07,162.0,0.594,7.074,2.376
dish_1551224283,26.75,107.0,0.321,5.35,1.926
dish_1551566421,23.980001,11.0,0.319,4.95,0.66
dish_1560798656,287.171997,108.0,10.151999,36.18,12.096001
dish_1558116547,74.879997,144.0,0.288,0.432,20.16
dish_1558721345,19.5,78.0,0.234,3.9,1.404
dish_1566937992,276.53598,104.0,9.776,34.84,11.648001
dish_1558725286,816.792053,308.0,65.965004,40.704002,33.318001
dish_1559240510,73.51651,213.0,1.063909,15.542887,3.126161
dish_1565382995,23.210001,158.0,0.228,4.072,2.663
dish_1566501067,464.117981,306.0,24.310999,12.239,49.618999
dish_1551379478,62.299999,70.0,0.21,16.1,0.77
dish_1558639979,520.290039,90.0,44.549999,20.43,20.16
dish_1551564016,43.52,64.0,0.896,7.68,1.536
dish_1560529804,15.3,51.0,0.102,3.876,0.306
dish_1551488737,22.559999,48.0,0.048,5.76,0.432
dish_1557863056,75.200005,47.0,7.05,4.23,0.94
dish_1551394835,16.470001,27.0,0.135,4.05,0.297
dish_1551493680,24.91,53.0,0.053,6.36,0.477
dish_1551374222,181.779984,221.0,0.789,41.790001,3.259
dish_1565210037,291.816223,346.0,8.348126,42.821316,14.077192
dish_1559240382,20.646505,42.0,0.496909,4.142887,0.373161
dish_1568060722,460.579987,359.0,17.008001,12.233,64.398003
dish_1562603569,121.679504,62.0,7.050731,8.625269,5.648293
dish_1550859578,327.178009,144.0,21.367998,15.198,17.483999
dish_1565726949,451.546997,372.0,27.147779,22.201359,29.088448
dish_1550778922,182.100006,30.0,16.200001,6.3,6.0
dish_1561741139,108.199997,20.0,8.4,0.28,7.4
dish_1563218987,383.559662,172.0,19.782057,17.969845,31.665079
dish_1550874729,85.919991,120.0,5.656,10.540001,8.743999
dish_1563824130,111.319603,202.0,1.123033,21.762623,3.990974
dish_1558640145,177.953003,287.0,2.18,42.099998,3.493
dish_1550790042,393.700012,236.0,22.716,22.960001,38.309998
dish_1551134622,56.579998,41.0,0.861,10.25,1.845
dish_1558115047,203.699997,212.0,10.382,7.566,25.578001
dish_1550860188,87.040001,128.0,1.792,15.36,3.072
dish_1566402123,445.116119,657.0,8.590679,38.491623,46.686604
dish_1558630488,29.92,88.0,0.176,7.04,0.704
dish_1559678367,192.444122,215.0,16.446766,9.819608,4.75902
dish_1551232686,71.050003,49.0,2.94,0.735,10.29
dish_1551391122,191.339996,282.0,7.175,24.550999,12.249
dish_1560453328,340.108368,264.0,14.154275,10.659495,39.618752
dish_1566329049,814.930786,575.0,28.273495,79.15834,60.86187
dish_1562945186,191.530792,219.0,8.581273,17.336327,13.361717
dish_1564170283,646.588135,301.0,32.647552,31.982321,55.615635
dish_1563217774,96.138458,265.0,3.161575,15.4723,5.178558
dish_1551134208,194.339996,272.0,9.782999,17.922001,9.641
dish_1565728494,326.32962,163.0,12.881792,22.054083,28.691757
dish_1558380152,74.360001,143.0,0.286,0.429,20.02
dish_1560799277,111.020004,73.0,3.733,14.73,4.934
dish_1558639440,60.32,116.0,0.232,16.24,0.348
dish_1564082212,707.941284,425.0,23.036888,18.467739,100.636749
dish_1551566642,5.74,14.0,0.028,1.4,0.126
dish_1563206601,293.797668,337.0,9.194207,17.494774,30.980963
dish_1562614088,23.449999,67.0,0.268,4.69,1.608
dish_1563222850,348.378113,232.0,12.053417,27.308292,32.43404
dish_1565711115,321.529999,308.0,14.41,2.387,39.709999
dish_1550795497,218.110001,391.0,0.719,55.330002,3.106
dish_1563304925,874.46106,508.0,29.339449,11.255851,133.227585
dish_1551318183,91.120003,17.0,5.95,9.009999,1.19
dish_1564775216,530.596924,340.0,33.648357,15.705273,40.410912
dish_1559238608,237.364014,438.0,0.656,61.203999,2.714
dish_1568319838,607.506165,312.0,30.928276,39.995754,39.863441
dish_1558630176,73.839996,142.0,0.284,19.879999,0.426
dish_1563220087,162.740005,98.0,6.424,19.859999,7.344
dish_1565209963,244.455963,253.0,7.331051,33.016068,13.147844
dish_1565194781,351.405518,568.0,4.66172,31.547619,39.603123
dish_1568404850,157.699997,100.0,2.2,29.9,4.7
dish_1565024675,129.097992,34.0,9.554,1.054,9.894
dish_1568144774,30.478174,62.0,0.733533,6.115691,0.550856
dish_1562614921,285.56543,287.0,11.645432,13.541164,32.079254
dish_1564686791,601.348572,343.0,25.62047,40.114346,51.14151
dish_1559593746,156.962936,186.0,12.440333,9.556887,3.499168
dish_1565382886,470.086212,348.0,20.305454,54.863914,20.029079
dish_1551567084,16.24,56.0,0.168,5.04,0.616
dish_1563391333,23.443058,81.0,1.038718,2.716646,0.719112
dish_1562775241,140.360001,220.0,2.156,28.08,3.852
dish_1558375732,45.540001,66.0,0.132,11.88,0.462
dish_1558459664,383.055969,273.0,18.390999,48.411999,11.629001
dish_1550772849,507.481995,216.0,34.781002,27.653999,21.681002
dish_1568666263,93.400002,348.0,0.852,19.77,7.172
dish_1562691466,319.870972,267.0,15.903902,27.777901,17.012196
dish_1566333228,498.545258,304.0,20.378201,39.679134,37.857738
dish_1567007848,100.300003,243.0,0.58,24.836,1.655
dish_1567107989,140.139297,111.0,9.906542,10.88412,3.713354
dish_1559590202,316.725983,311.0,5.983,22.757,41.438
dish_1566332085,24.75,163.0,0.26,4.3,2.865
dish_1551399340,48.0,50.0,0.75,10.5,1.7
dish_1561996084,205.579987,38.0,15.959999,0.532,14.06
dish_1563378344,419.475006,119.0,19.278,53.193001,8.33
dish_1561996612,336.945984,220.0,19.657,24.637999,16.354
dish_1551228355,38.639999,28.0,0.588,7.0,1.26
dish_1562774980,136.680008,201.0,2.814,24.119999,4.824
dish_1565638365,612.350098,389.0,33.065617,36.632473,41.299091
dish_1550793245,157.119995,220.0,0.517,36.419998,2.768
dish_1568141915,318.543915,163.0,10.967052,42.07793,12.790895
dish_1563823359,641.700317,333.0,33.413414,11.550248,72.452301
dish_1551399402,117.920006,22.0,7.7,11.66,1.54
dish_1558638896,22.68,126.0,0.252,4.914,1.134
dish_1551567964,104.299995,167.0,7.113,10.339,2.736
dish_1551565168,25.5,102.0,0.306,5.1,1.836
dish_1566589933,89.060005,122.0,5.856,2.318,9.76
dish_1551563591,35.099998,27.0,0.081,7.56,0.729
dish_1563565289,93.367996,88.0,2.112,19.360001,2.728
dish_1562617370,155.099991,55.0,6.6,17.6,6.6
dish_1560541793,509.826233,462.0,17.805128,22.27054,64.406372
dish_1565724509,30.809999,158.0,0.711,6.162,1.343
dish_1562788760,331.324493,178.0,23.029417,6.902499,33.741703
dish_1563986062,189.440002,128.0,14.08,2.048,12.8
dish_1550873572,46.400002,29.0,4.35,2.61,0.58
dish_1566501447,286.76001,349.0,4.0,13.325001,48.039997
dish_1551226948,18.800001,47.0,0.094,4.23,0.94
dish_1558637214,11.04,16.0,0.032,2.88,0.112
dish_1561494032,185.437851,307.0,14.117637,12.507152,5.158412
dish_1551320684,75.599998,54.0,0.324,12.96,4.86
dish_1551389749,57.199997,44.0,0.132,12.32,1.188
dish_1550775219,48.950001,55.0,0.165,12.650001,0.605
dish_1558724607,54.720001,152.0,0.152,13.68,0.76
dish_1561492628,13.64,31.0,0.651,1.333,0.992
dish_1558719066,73.839996,142.0,0.284,19.879999,0.426
dish_1550777511,291.940002,119.0,21.57,21.419998,7.46
dish_1565727875,485.674011,365.0,22.055,27.248001,46.559998
dish_1561662532,166.455505,191.0,7.089837,23.749184,7.350388
dish_1550710612,261.01001,43.0,23.220001,9.03,8.6
dish_1551375189,20.639999,48.0,0.144,4.32,1.632
dish_1551564381,64.400002,56.0,5.992,3.528,0.448
dish_1562945393,319.388367,401.0,10.646932,31.424669,24.703182
dish_1560443474,172.779999,317.0,0.725,43.25,1.993
dish_1562873838,427.435638,342.0,18.062237,11.143191,53.958912
dish_1551378898,31.609999,109.0,0.327,9.81,1.199
dish_1562700957,286.933777,424.0,23.180536,21.410158,20.523823
dish_1551122567,45.43,59.0,0.059,10.03,1.18
dish_1562959799,498.765594,363.0,21.28801,46.103294,30.849312
dish_1551563119,32.489998,57.0,0.171,7.98,0.399
dish_1562699652,132.178085,103.0,5.578753,17.394974,3.568957
dish_1558723960,13.0,52.0,0.156,2.6,0.936
dish_1551125258,25.800001,60.0,0.18,5.4,2.04
dish_1551226308,45.780003,21.0,0.609,9.45,1.26
dish_1562959024,319.233582,183.0,19.740429,30.234995,22.257004
dish_1563897492,339.673645,662.0,3.469512,34.759487,38.647804
dish_1551304973,5.94,27.0,0.081,0.891,0.837
dish_1562096973,348.999664,350.0,34.642704,17.928936,39.411209
dish_1561577848,413.34787,254.0,13.841578,6.037907,63.12289
dish_1551395194,41.580002,42.0,0.126,0.084,10.08
dish_1566244964,439.410522,483.0,18.83005,37.084591,32.940952
dish_1563476577,1238.033691,857.0,62.574154,79.60125,87.671616
dish_1565021141,467.054993,248.0,27.875999,27.733002,26.59
dish_1565382856,446.326233,294.0,19.171455,52.541916,18.301077
dish_1558636483,80.079994,154.0,0.308,21.559999,0.462
dish_1551564352,31.02,66.0,0.066,7.92,0.594
dish_1559841127,339.543488,285.0,18.021999,24.039,19.953001
dish_1566838286,72.5,145.0,0.145,18.849998,0.725
dish_1550788191,63.899998,71.0,9.23,0.0,13.064
dish_1561996813,150.470001,159.0,5.806,9.84,14.141001
dish_1550771796,14.28,42.0,0.294,2.856,0.294
dish_1551564053,153.570007,150.0,8.064,11.066999,10.498
dish_1565369938,167.709991,31.0,13.02,0.434,11.47
dish_1562775549,174.977127,252.0,3.399757,18.531387,16.886642
dish_1559149719,432.125,268.0,28.792999,8.894,31.711
dish_1561062237,182.259399,110.0,8.210912,8.149249,17.376198
dish_1561665065,387.798126,303.0,15.23173,14.161219,47.426922
dish_1562183201,558.942383,425.0,25.514025,66.247047,18.725252
dish_1558630207,670.596008,116.0,57.420002,26.332001,25.984001
dish_1550769827,35.700001,105.0,0.21,8.4,0.84
dish_1561576652,91.424408,322.0,2.720721,15.119776,4.161612
dish_1566414642,219.809998,145.0,7.812,14.580001,21.541
dish_1551390872,124.290001,206.0,1.132,27.68,3.996
dish_1562788845,529.483459,372.0,25.366417,46.558498,39.395699
dish_1559667948,153.900009,57.0,4.56,22.971003,5.3124
dish_1558547124,144.525009,25.0,12.375,5.675,5.6
dish_1562602888,209.382294,343.0,5.792155,21.429251,18.706215
dish_1561567086,142.754013,181.0,0.362,34.248001,2.026
dish_1560874667,100.550003,83.0,4.836,10.234,4.574
dish_1567110783,465.307892,210.0,24.372978,18.846014,38.940533
dish_1561576767,408.472565,621.0,14.014634,34.21946,39.556114
dish_1564601528,142.740997,163.0,6.193,19.923,2.401
dish_1563304958,951.840942,614.0,34.427452,13.26985,141.707581
dish_1561577119,128.312988,78.0,5.446,13.174001,7.424
dish_1565896039,352.529205,384.0,14.546413,36.577454,20.687317
dish_1567714813,389.459991,264.0,13.723999,5.836,59.284
dish_1551490740,65.25,45.0,2.7,0.675,9.45
dish_1558725760,83.719994,161.0,0.322,22.540001,0.483
dish_1558113430,7.84,28.0,0.112,1.484,0.616
dish_1551375933,71.5,55.0,0.165,15.4,1.485
dish_1567526785,378.25,539.0,6.966,26.730999,44.599998
dish_1561407249,73.879166,56.0,3.48629,2.528108,7.992981
dish_1563221562,395.598572,260.0,14.235931,33.994465,32.741837
dish_1551123072,19.040001,56.0,0.112,4.48,0.448
dish_1563305401,483.215302,332.0,29.111307,21.912695,32.943996
dish_1563911215,218.158203,170.0,6.710484,18.908087,20.238708
dish_1551382255,7.344,36.0,0.036,1.404,0.792
dish_1563481030,155.81044,129.0,11.399983,12.434071,2.348426
dish_1563303386,274.131439,218.0,9.224976,17.535269,29.455162
dish_1551568285,128.26001,267.0,1.69,30.049999,3.742
dish_1551376623,315.340027,147.0,20.365002,27.02,10.205
dish_1550792734,17.0,50.0,0.35,3.4,0.35
dish_1566328929,396.607422,165.0,17.54887,32.07058,25.493954
dish_1551399293,109.260002,18.0,9.72,3.78,3.6
dish_1567525744,679.264771,298.0,53.001377,34.801022,18.316217
dish_1564590226,220.535858,376.0,3.554219,46.892776,2.959488
dish_1550706096,18.0,45.0,0.09,4.05,0.9
dish_1560799615,332.749847,283.0,17.999836,32.516449,11.012909
dish_1562168471,312.665558,490.0,5.737881,50.066841,17.219376
dish_1559243139,26.053925,53.0,0.627052,5.227929,0.470893
dish_1550712585,20.800001,52.0,0.104,4.68,1.04
dish_1562702091,86.534729,214.0,5.066993,9.079793,2.838268
dish_1559845513,222.152008,379.0,0.563,55.181995,3.221
dish_1563304881,739.407654,446.0,21.649536,8.843342,120.443954
dish_1558550181,28.98,42.0,0.084,7.56,0.294
dish_1550859977,56.440002,83.0,1.162,9.96,1.992
dish_1565641844,244.627991,92.0,8.648,30.820002,10.304
dish_1561746970,303.636078,363.0,8.662106,34.998116,24.098282
dish_1562700931,164.234955,312.0,10.135185,16.253616,4.613582
dish_1560539340,196.53833,228.0,19.818401,9.337587,22.851414
dish_1565123783,93.064995,35.0,3.29,11.725,3.92
dish_1567789230,689.428406,300.0,56.708199,9.1372,34.373402
dish_1551324079,58.41,59.0,0.177,0.118,14.16
dish_1565638478,47.615753,91.0,2.363725,6.21075,1.59705
dish_1558639662,16.02,89.0,0.178,3.471,0.801
dish_1558549806,781.958008,203.0,58.674999,48.146,28.747002
dish_1558724766,83.719994,161.0,0.322,22.540001,0.483
dish_1551225541,242.804001,225.0,11.254,34.998001,19.423
dish_1558640781,80.079994,154.0,0.308,21.559999,0.462
dish_1562700885,29.25,117.0,0.351,5.85,2.106
dish_1558629013,26.400002,80.0,0.24,6.4,0.56
dish_1556572657,41.399998,36.0,3.852,2.268,0.288
dish_1561654374,326.35553,251.0,22.061356,13.121208,19.444277
dish_1567024135,317.785828,147.0,12.219193,35.093388,15.986
dish_1561667238,268.80484,165.0,12.344784,15.250226,23.481403
dish_1561576737,357.472565,519.0,13.912635,20.959461,39.046108
dish_1566849233,94.800003,117.0,7.33,7.94,2.48
dish_1551235211,156.779999,39.0,12.870001,0.507,9.75
dish_1550712486,257.119995,141.0,11.606,1.862,34.788002
dish_1551122713,138.809998,220.0,1.525,27.610001,5.944
dish_1568649354,72.870728,129.0,1.676927,14.402927,1.740146
dish_1551304571,121.360001,82.0,9.02,1.312,8.2
dish_1562010865,376.24295,216.0,26.149803,7.233953,28.117785
dish_1558460205,1.84,8.0,0.032,0.288,0.232
dish_1563465805,32.43,23.0,1.564,4.14,0.483
dish_1551314810,81.149994,15.0,6.3,0.21,5.55
dish_1560455399,138.498901,149.0,13.729533,6.48775,10.835825
dish_1551314442,5.06,23.0,0.069,0.759,0.713
dish_1560203400,293.279999,104.0,12.48,33.279999,12.48
dish_1564428475,261.616272,370.0,12.314557,32.755318,8.607536
dish_1560888849,168.964127,107.0,5.855534,7.567453,20.427921
dish_1565987015,14.72,64.0,0.256,2.304,1.856
dish_1561060703,538.466736,445.0,23.648355,44.77372,37.730045
dish_1558468547,6.97,34.0,0.102,1.156,0.306
dish_1550771330,102.120003,69.0,7.59,1.104,6.9
dish_1551237778,102.460007,47.0,1.363,21.15,2.82
dish_1551221581,74.120003,34.0,0.986,15.299999,2.04
dish_1551397543,45.990002,63.0,3.024,1.197,5.04
dish_1562963153,386.477264,521.0,33.622898,28.585857,35.674641
dish_1565030391,609.333923,313.0,37.047943,12.058959,52.597542
dish_1567537185,402.981781,185.0,22.945698,7.198614,38.144672
dish_1562945445,362.168335,463.0,10.770931,42.584671,25.137182
dish_1563566725,241.313019,206.0,7.40534,39.206856,7.718408
dish_1558028007,54.669998,71.0,0.071,12.07,1.42
dish_1567801468,86.239998,196.0,4.116,8.428,6.272
dish_1558636763,60.839996,117.0,0.234,16.379999,0.351
dish_1560368110,16.02,89.0,0.178,3.471,0.801
dish_1551304110,39.599998,40.0,0.12,0.08,9.599999
dish_1568405183,72.402832,64.0,6.906353,2.248366,1.364915
dish_1558635489,78.514,74.0,1.776,16.280001,2.294
dish_1551134442,30.1,70.0,0.21,6.3,2.38
dish_1565036788,186.12999,70.0,6.58,23.450001,7.84
dish_1551321757,161.850006,223.0,0.663,34.739998,6.483
dish_1562963109,381.527283,488.0,33.556896,27.628859,35.212646
dish_1551224787,151.149994,330.0,0.615,39.449997,2.434
dish_1558031526,76.942001,62.0,0.124,18.228001,0.992
dish_1562700718,329.380035,255.0,17.849949,7.933404,33.031891
dish_1560799590,298.019379,163.0,16.460997,28.491785,9.947558
dish_1559842274,306.393005,53.0,26.235001,12.031,11.872001
dish_1561580406,203.281494,171.0,7.524766,17.318661,17.090221
dish_1551223023,124.5,100.0,1.576,25.859999,3.936
dish_1561996369,401.080017,271.0,29.809999,4.336,27.1
dish_1562958445,24.15,21.0,2.247,1.323,0.168
dish_1560367926,408.523132,194.0,20.965912,44.984913,24.155903
dish_1551139325,77.75,105.0,1.863,9.42,6.735
dish_1550710793,350.384033,143.0,24.522001,23.563,13.495001
dish_1550790442,6.16,22.0,0.088,1.166,0.484
dish_1551381285,108.100006,173.0,1.354,24.34,3.979
dish_1550792493,87.5,35.0,5.25,0.0,9.099999
dish_1550778469,103.649994,115.0,6.381999,5.12,6.98
dish_1562011765,423.923004,283.0,23.582834,14.153584,39.041424
dish_1557861605,35.099998,39.0,5.07,0.0,7.176
dish_1551380856,128.62001,59.0,1.711,26.549999,3.54
dish_1562862529,221.420013,204.0,14.95,7.744,13.89
dish_1560961059,268.459991,172.0,5.68,46.792999,7.6272
dish_1550706448,8.5,85.0,0.0,1.7,0.85
dish_1562775275,173.680008,318.0,2.352,35.919998,4.636
dish_1566414342,846.367065,552.0,31.578682,53.343304,83.57795
dish_1566333118,239.309998,90.0,8.46,30.150002,10.08
dish_1561654392,494.065491,282.0,35.081356,13.55521,30.914278
dish_1565799617,294.22171,520.0,2.849439,29.379562,33.367977
dish_1558718649,25.84,76.0,0.152,6.08,0.608
dish_1551141779,134.779999,148.0,8.978,15.190001,14.114
dish_1560543465,33.880001,77.0,1.617,3.311,2.464
dish_1566851155,295.284393,260.0,11.076624,40.562012,9.830684
dish_1561996579,211.455994,131.0,13.604999,8.618,14.485001
dish_1559245979,116.116005,203.0,0.203,30.855999,0.812
dish_1562788506,114.587997,108.0,2.592,23.76,3.348
dish_1561392734,84.239998,198.0,0.488,20.936001,1.28
dish_1560356314,30.544943,27.0,2.913618,0.948529,0.575824
dish_1562790170,103.693726,84.0,9.853384,3.382092,2.015873
dish_1558721587,95.489998,90.0,2.16,19.799999,2.79
dish_1551321715,25.620001,42.0,0.21,6.3,0.462
dish_1550791942,206.660004,272.0,0.778,47.32,4.515
dish_1551388984,4.284,21.0,0.021,0.819,0.462
dish_1559849020,46.23,67.0,0.134,12.06,0.469
dish_1562774531,379.824005,254.0,23.179001,28.085999,15.390001
dish_1551323618,173.690002,192.0,1.655,16.838001,23.303999
dish_1567007719,14.28,42.0,0.084,3.36,0.336
dish_1550777218,115.450005,209.0,0.477,28.809999,1.887
dish_1558638292,190.309982,356.0,0.755,46.080002,3.179
dish_1563827110,220.044998,217.0,7.731999,29.045002,10.210001
dish_1550772892,507.481995,216.0,34.781002,27.653999,21.681002
dish_1564503219,213.859985,242.0,8.008,1.82,29.059999
dish_1562010418,209.545135,157.0,13.460272,7.343752,15.532299
dish_1550705939,95.0,38.0,5.7,0.0,9.879999
dish_1562172643,734.269958,457.0,42.559998,17.648001,62.869999
dish_1562690112,428.202332,207.0,31.908749,6.108017,28.666227
dish_1559240987,25.070757,51.0,0.60339,5.030649,0.453124
dish_1561404458,410.311737,259.0,24.921593,15.13535,33.127415
dish_1568305225,428.667786,144.0,35.136887,4.897249,24.472982
dish_1562009810,119.880005,108.0,0.972,24.84,2.808
dish_1551235270,317.286011,111.0,15.404001,26.206001,18.022999
dish_1551314121,72.779999,112.0,0.675,17.34,1.82
dish_1566835701,370.186829,744.0,2.965756,28.018244,51.613903
dish_1563294465,116.949997,237.0,0.391,30.293999,1.414
dish_1567023184,191.507187,195.0,8.071156,10.141688,20.305752
dish_1551236495,297.248016,112.0,4.704,47.375999,15.120001
dish_1566936323,368.292206,318.0,24.078575,11.995163,45.8591
dish_1563216381,34.649998,99.0,0.396,6.93,2.376
dish_1563305948,207.360931,178.0,10.554449,6.453704,22.251265
dish_1567106870,504.820892,211.0,27.284149,38.667736,25.230873
dish_1551141849,125.800003,85.0,9.35,1.36,8.5
dish_1567538303,617.449158,307.0,36.129631,15.257855,53.626446
dish_1559846825,252.700012,95.0,9.215,31.35,10.45
dish_1550861903,71.040001,48.0,5.28,0.768,4.8
dish_1561749348,165.446945,93.0,8.394006,3.661341,17.270729
dish_1559243704,116.116005,203.0,0.203,30.855999,0.812
dish_1562785328,133.92334,91.0,8.950898,12.527754,2.922612
dish_1558116146,76.589996,111.0,0.222,19.980001,0.777
dish_1561577177,234.606445,156.0,11.785346,24.279522,9.124969
dish_1568665935,154.222,58.0,5.452,19.43,6.496
dish_1551136315,199.589996,170.0,13.434,12.315001,12.021999
dish_1560368691,140.755188,112.0,11.999318,7.191059,2.918753
dish_1551314589,123.020004,83.0,6.239,16.368999,2.387
dish_1562168800,237.524826,242.0,9.342677,36.314899,3.826
dish_1551226999,196.180008,199.0,16.852999,18.18,25.248001
dish_1551566277,41.420002,19.0,0.551,8.55,1.14
dish_1561654756,256.980011,225.0,14.952001,15.3,15.216001
dish_1550860631,25.16,74.0,0.148,5.92,0.592
dish_1560802006,35.926495,44.0,1.404505,3.688562,2.727821
dish_1560801020,346.339966,250.0,5.898491,61.690983,17.095364
dish_1562602687,721.365173,311.0,52.319649,32.215893,31.824261
dish_1551392347,32.489998,57.0,0.171,7.98,0.399
dish_1562949467,24.655609,72.0,1.896585,1.545366,1.053658
dish_1565811423,240.057129,290.0,9.221428,22.184019,18.778894
dish_1558632959,16.02,89.0,0.178,3.471,0.801
dish_1551565653,48.099998,37.0,0.111,10.36,0.999
dish_1558639412,32.98,97.0,0.194,7.76,0.776
dish_1563464429,140.990005,103.0,7.398,12.278,6.892
dish_1558725112,554.059021,330.0,39.556,40.523003,21.851
dish_1564169878,732.513428,341.0,36.986099,36.232471,63.006413
dish_1558028057,151.479996,28.0,11.759999,0.392,10.360001
dish_1565812186,324.978424,266.0,15.806602,12.315649,32.823948
dish_1551236159,281.720001,248.0,4.474,21.995998,38.446003
dish_1561406817,273.385437,243.0,0.959091,57.742405,6.795967
dish_1558115241,85.470001,111.0,0.111,18.870001,2.22
dish_1551377209,91.800003,147.0,0.289,10.209,13.539999
dish_1550785915,256.73999,157.0,9.035001,23.899,17.773001
dish_1551378018,4.488,22.0,0.022,0.858,0.484
dish_1566331868,453.66507,372.0,13.206176,40.116787,44.296608
dish_1566245365,257.255005,115.0,14.95,0.0,27.025
dish_1558630072,294.427002,295.0,13.952,42.058998,7.917001
dish_1562700524,89.10878,174.0,5.059612,10.023355,3.107222
dish_1566849862,77.049995,67.0,7.169,4.221,0.536
dish_1558375583,386.134003,251.0,24.661001,5.224,37.497002
dish_1551314337,33.5,67.0,0.067,8.71,0.335
dish_1550875229,28.559999,84.0,0.168,6.72,0.672
dish_1566931519,130.130005,182.0,10.101001,10.556,2.73
dish_1551314095,21.15,45.0,0.045,5.4,0.405
